a,b,h,l,S11
13.4,13,7,25,-24.20261054
13.4,13,7,25.5,-24.40236741
13.4,13,7,26,-24.66942333
13.6,13,7,23,-25.44008383
13.6,13,7,23.5,-49.45243478
13.6,13,7,24,-69.50874306
13.6,13,7,24.5,-24.53159667
13.6,13,7,25,-25.06335545
13.6,13,7,25.5,-28.77430811
13.6,13,7,26,-24.16970119
13.8,13,7,23,-37.90698183
13.8,13,7,23.5,-30.90900353
13.8,13,7,24,-54.87037162
13.8,13,7,24.5,-24.5703564
13.8,13,7,25,-25.78785201
13.8,13,7,25.5,-27.52200469
13.8,13,7,26,-25.49822219
14,13,7,23,-36.1209796
14,13,7,23.5,-43.58373888
14,13,7,24,-49.14582408
14,13,7,24.5,-27.10198168
14,13,7,25,-27.62821157
14,13,7,25.5,-24.31584502
14,13,7,26,-24.9511257
12,13.2,7,23,-32.22698232
12,13.2,7,23.5,-30.75180024
12,13.2,7,24,-48.54170498
12,13.2,7,24.5,-23.07479077
12,13.2,7,25,-22.46813745
12,13.2,7,25.5,-22.34194027
12,13.2,7,26,-22.34831378
12.2,13.2,7,23,-37.14409792
12.2,13.2,7,23.5,-47.11850351
12.2,13.2,7,24,-46.40265743
12.2,13.2,7,24.5,-25.48235457
12.2,13.2,7,25,-22.84980783
12.2,13.2,7,25.5,-22.32777547
12.2,13.2,7,26,-22.92890678
12.4,13.2,7,23,-36.94914878
12.4,13.2,7,23.5,-74.08892453
12.4,13.2,7,24,-40.03682014
12.4,13.2,7,24.5,-22.79341631
12.4,13.2,7,25,-23.50019296
12.4,13.2,7,25.5,-23.1629197
12.4,13.2,7,26,-21.89646651
12.6,13.2,7,23,-38.52744843
12.6,13.2,7,23.5,-44.11527362
12.6,13.2,7,24,-41.10488177
12.6,13.2,7,24.5,-24.5594137
12.6,13.2,7,25,-22.53145804
12.6,13.2,7,25.5,-23.37395852
12.6,13.2,7,26,-23.08549015
12.8,13.2,7,23,-29.48002777
12.8,13.2,7,23.5,-25.14823619
12.8,13.2,7,24,-40.17495897
12.8,13.2,7,24.5,-22.18794435
12.8,13.2,7,25,-22.48012688
12.8,13.2,7,25.5,-22.79959646
12.8,13.2,7,26,-21.50719261
13,13.2,7,23,-30.75568115
13,13.2,7,23.5,-50.86594201
13,13.2,7,24,-34.71898852
13,13.2,7,24.5,-22.40692868
13,13.2,7,25,-22.07832332
13,13.2,7,25.5,-22.93724125
13,13.2,7,26,-23.67676052
13.2,13.2,7,23,-30.54899385
13.2,13.2,7,23.5,-40.36190732
13.2,13.2,7,24,-40.4253032
13.2,13.2,7,24.5,-24.77911007
13.2,13.2,7,25,-23.47446388
13.2,13.2,7,25.5,-28.17191633
13.2,13.2,7,26,-22.8310061
13.4,13.2,7,23,-36.1117534
13.4,13.2,7,23.5,-33.27564242
13.4,13.2,7,24,-37.76916735
13.4,13.2,7,24.5,-24.52626357
13.4,13.2,7,25,-24.3388925
13.4,13.2,7,25.5,-24.52860706
13.4,13.2,7,26,-24.12095333
13.6,13.2,7,23,-39.19029369
13.6,13.2,7,23.5,-52.97252394
13.6,13.2,7,24,-45.18296934
13.6,13.2,7,24.5,-25.37822733
13.6,13.2,7,25,-26.69818947
13.6,13.2,7,25.5,-24.1488098
13.6,13.2,7,26,-25.65599746
13.8,13.2,7,23,-46.04580594
13.8,13.2,7,23.5,-32.01714171
13.8,13.2,7,24,-41.13019802
13.8,13.2,7,24.5,-24.35912614
13.8,13.2,7,25,-25.82438623
13.8,13.2,7,25.5,-25.06495095
13.8,13.2,7,26,-23.24982128
14,13.2,7,23,-31.27458621
14,13.2,7,23.5,-44.40957023
14,13.2,7,24,-45.66426046
14,13.2,7,24.5,-26.88119504
14,13.2,7,25,-26.92341288
14,13.2,7,25.5,-25.40764661
14,13.2,7,26,-24.23688311
12,13.4,7,23,-41.3636724
12,13.4,7,23.5,-41.40164136
12,13.4,7,24,-44.88418554
12,13.4,7,24.5,-21.52493356
12,13.4,7,25,-21.83448723
12,13.4,7,25.5,-21.98698062
12,13.4,7,26,-21.51469227
12.2,13.4,7,23,-26.78920239
12.2,13.4,7,23.5,-26.78355655
12.2,13.4,7,24,-38.09867783
12.2,13.4,7,24.5,-22.1849969
12.2,13.4,7,25,-21.8158293
12.2,13.4,7,25.5,-21.86769096
12.2,13.4,7,26,-22.04588252
12.4,13.4,7,23,-27.62404807
12.4,13.4,7,23.5,-32.06563989
12.4,13.4,7,24,-40.24885896
12.4,13.4,7,24.5,-21.480458
12.4,13.4,7,25,-20.87847803
12.4,13.4,7,25.5,-22.76929344
12.4,13.4,7,26,-22.0764158
12.6,13.4,7,23,-36.80676175
12.6,13.4,7,23.5,-27.38617381
12.6,13.4,7,24,-44.98077433
12.6,13.4,7,24.5,-24.13542214
12.6,13.4,7,25,-22.89461221
12.6,13.4,7,25.5,-21.20134111
12.6,13.4,7,26,-22.52925057
12.8,13.4,7,23,-39.69309742
12.8,13.4,7,23.5,-37.45005456
12.8,13.4,7,24,-46.3872342
12.8,13.4,7,24.5,-24.18776288
12.8,13.4,7,25,-22.65725815
12.8,13.4,7,25.5,-22.59696893
12.8,13.4,7,26,-28.59515872
13,13.4,7,23,-26.90740851
13,13.4,7,23.5,-41.83405344
13,13.4,7,24,-37.39604722
13,13.4,7,24.5,-23.04713748
13,13.4,7,25,-21.9023807
13,13.4,7,25.5,-24.59293153
13,13.4,7,26,-22.86018299
13.2,13.4,7,23,-27.08065618
13.2,13.4,7,23.5,-33.54589746
13.2,13.4,7,24,-33.88667746
13.2,13.4,7,24.5,-22.39145861
13.2,13.4,7,25,-22.23418629
13.2,13.4,7,25.5,-24.39174851
13.2,13.4,7,26,-23.17800793
13.4,13.4,7,23,-33.60538228
13.4,13.4,7,23.5,-56.10811008
13.4,13.4,7,24,-36.08437652
13.4,13.4,7,24.5,-22.65593182
13.4,13.4,7,25,-27.39269392
13.4,13.4,7,25.5,-25.02911208
13.4,13.4,7,26,-24.96668963
13.6,13.4,7,23,-33.76744097
13.6,13.4,7,23.5,-40.72701413
13.6,13.4,7,24,-49.62568518
13.6,13.4,7,24.5,-22.76978068
13.6,13.4,7,25,-24.02201598
13.6,13.4,7,25.5,-23.44785972
13.6,13.4,7,26,-21.99635469
13.8,13.4,7,23,-35.83183797
13.8,13.4,7,23.5,-32.83037457
13.8,13.4,7,24,-50.58112215
13.8,13.4,7,24.5,-23.50823894
13.8,13.4,7,25,-26.94553949
13.8,13.4,7,25.5,-22.72773685
13.8,13.4,7,26,-25.87713045
14,13.4,7,23,-36.6519321
14,13.4,7,23.5,-31.01239128
14,13.4,7,24,-55.68347249
14,13.4,7,24.5,-24.3208518
14,13.4,7,25,-26.39094494
14,13.4,7,25.5,-23.97908802
14,13.4,7,26,-23.50828357
12,13.6,7,23,-52.96935732
12,13.6,7,23.5,-45.85070026
12,13.6,7,24,-39.18910711
12,13.6,7,24.5,-21.42419666
12,13.6,7,25,-20.55266559
12,13.6,7,25.5,-21.96986569
12,13.6,7,26,-23.84436156
12.2,13.6,7,23,-34.79144644
12.2,13.6,7,23.5,-31.89444348
12.2,13.6,7,24,-40.60893982
12.2,13.6,7,24.5,-21.96038279
12.2,13.6,7,25,-21.3154488
12.2,13.6,7,25.5,-22.09438166
12.2,13.6,7,26,-21.54111637
12.4,13.6,7,23,-53.67582852
12.4,13.6,7,23.5,-35.70739739
12.4,13.6,7,24,-35.54549918
12.4,13.6,7,24.5,-21.7741303
12.4,13.6,7,25,-22.27173695
12.4,13.6,7,25.5,-21.82742272
12.4,13.6,7,26,-21.62947494
12.6,13.6,7,23,-32.88312202
12.6,13.6,7,23.5,-37.76006127
12.6,13.6,7,24,-40.11941828
12.6,13.6,7,24.5,-21.12583899
12.6,13.6,7,25,-20.69527251
12.6,13.6,7,25.5,-21.47569686
12.6,13.6,7,26,-20.74529633
12.8,13.6,7,23,-37.69259305
12.8,13.6,7,23.5,-33.09395976
12.8,13.6,7,24,-53.95606908
12.8,13.6,7,24.5,-21.23531891
12.8,13.6,7,25,-21.64784627
12.8,13.6,7,25.5,-49.06115806
12.8,13.6,7,26,-23.13852558
13,13.6,7,23,-34.22808393
13,13.6,7,23.5,-32.69911273
13,13.6,7,24,-37.14484298
13,13.6,7,24.5,-22.94686229
13,13.6,7,25,-23.10567171
13,13.6,7,25.5,-23.36951125
13,13.6,7,26,-21.77350618
13.2,13.6,7,23,-33.0651375
13.2,13.6,7,23.5,-42.42369341
13.2,13.6,7,24,-44.81528377
13.2,13.6,7,24.5,-24.16677788
13.2,13.6,7,25,-21.67825483
13.2,13.6,7,25.5,-21.95932262
13.2,13.6,7,26,-23.5676058
13.4,13.6,7,23,-41.00552345
13.4,13.6,7,23.5,-52.67085046
13.4,13.6,7,24,-42.427464
13.4,13.6,7,24.5,-22.98331997
13.4,13.6,7,25,-23.07674831
13.4,13.6,7,25.5,-23.07547661
13.4,13.6,7,26,-23.3530946
13.6,13.6,7,23,-36.28890416
13.6,13.6,7,23.5,-34.93054877
13.6,13.6,7,24,-40.99008629
13.6,13.6,7,24.5,-22.28973798
13.6,13.6,7,25,-24.43534984
13.6,13.6,7,25.5,-22.3744587
13.6,13.6,7,26,-22.24237822
13.8,13.6,7,23,-38.92450353
13.8,13.6,7,23.5,-39.72469218
13.8,13.6,7,24,-39.87552845
13.8,13.6,7,24.5,-22.63922156
13.8,13.6,7,25,-23.50811641
13.8,13.6,7,25.5,-22.47862526
13.8,13.6,7,26,-25.34292947
14,13.6,7,23,-32.15080107
14,13.6,7,23.5,-34.31662507
14,13.6,7,24,-39.61484265
14,13.6,7,24.5,-24.579042
14,13.6,7,25,-40.59570548
14,13.6,7,25.5,-22.41661319
14,13.6,7,26,-23.3010888
12,13.8,7,23,-41.68886118
12,13.8,7,23.5,-35.68199596
12,13.8,7,24,-45.24594448
12,13.8,7,24.5,-21.15381708
12,13.8,7,25,-21.74434395
12,13.8,7,25.5,-21.85077142
12,13.8,7,26,-22.73063348
12.2,13.8,7,23,-42.02536806
12.2,13.8,7,23.5,-32.7604072
12.2,13.8,7,24,-35.52500338
12.2,13.8,7,24.5,-21.9545733
12.2,13.8,7,25,-21.50518292
12.2,13.8,7,25.5,-21.37447866
12.2,13.8,7,26,-21.22298768
12.4,13.8,7,23,-48.30451561
12.4,13.8,7,23.5,-41.34741829
12.4,13.8,7,24,-61.39766095
12.4,13.8,7,24.5,-21.35562229
12.4,13.8,7,25,-20.46792313
12.4,13.8,7,25.5,-21.10472898
12.4,13.8,7,26,-20.86781415
12.6,13.8,7,23,-28.79336668
12.6,13.8,7,23.5,-36.80636634
12.6,13.8,7,24,-34.02827208
12.6,13.8,7,24.5,-21.83512129
12.6,13.8,7,25,-20.75694564
12.6,13.8,7,25.5,-21.32574265
12.6,13.8,7,26,-22.32589727
12.8,13.8,7,23,-33.70454484
12.8,13.8,7,23.5,-40.1661221
12.8,13.8,7,24,-41.10497399
12.8,13.8,7,24.5,-21.30038784
12.8,13.8,7,25,-21.2390211
12.8,13.8,7,25.5,-21.52826631
12.8,13.8,7,26,-21.69215677
13,13.8,7,23,-29.65571826
13,13.8,7,23.5,-33.71774792
13,13.8,7,24,-35.85029128
13,13.8,7,24.5,-23.74872415
13,13.8,7,25,-27.47092641
13,13.8,7,25.5,-24.18592995
13,13.8,7,26,-21.55588071
13.2,13.8,7,23,-34.92505919
13.2,13.8,7,23.5,-31.80876017
13.2,13.8,7,24,-49.93506231
13.2,13.8,7,24.5,-23.49985393
13.2,13.8,7,25,-23.18294534
13.2,13.8,7,25.5,-21.24271891
13.2,13.8,7,26,-21.50514885
13.4,13.8,7,23,-29.46266216
13.4,13.8,7,23.5,-33.30188319
13.4,13.8,7,24,-49.32290335
13.4,13.8,7,24.5,-21.96037447
13.4,13.8,7,25,-22.88097782
13.4,13.8,7,25.5,-22.40677193
13.4,13.8,7,26,-23.22613191
13.6,13.8,7,23,-18.47809418
13.6,13.8,7,23.5,-32.41389493
13.6,13.8,7,24,-39.09283093
13.6,13.8,7,24.5,-22.38783108
13.6,13.8,7,25,-22.90077095
13.6,13.8,7,25.5,-25.6374996
13.6,13.8,7,26,-21.91766249
13.8,13.8,7,23,-31.57268331
13.8,13.8,7,23.5,-47.97151235
13.8,13.8,7,24,-37.27827549
13.8,13.8,7,24.5,-22.05612376
13.8,13.8,7,25,-22.65026385
13.8,13.8,7,25.5,-22.68833355
13.8,13.8,7,26,-21.72974744
14,13.8,7,23,-39.03641286
14,13.8,7,23.5,-42.84726734
14,13.8,7,24,-53.37166009
14,13.8,7,24.5,-22.79530068
14,13.8,7,25,-22.49089239
14,13.8,7,25.5,-25.18722784
14,13.8,7,26,-21.74480715
12,14,7,23,-29.92673432
12,14,7,23.5,-34.15625532
12,14,7,24,-43.54764375
12,14,7,24.5,-20.76853812
12,14,7,25,-20.83361453
12,14,7,25.5,-20.12645619
12,14,7,26,-20.6543094
12.2,14,7,23,-35.84822445
12.2,14,7,23.5,-32.04150471
12.2,14,7,24,-34.8773365
12.2,14,7,24.5,-19.52870879
12.2,14,7,25,-21.01571939
12.2,14,7,25.5,-21.51661753
12.2,14,7,26,-21.46826772
12.4,14,7,23,-31.79757198
12.4,14,7,23.5,-40.19803481
12.4,14,7,24,-35.00565496
12.4,14,7,24.5,-21.24623397
12.4,14,7,25,-20.10010323
12.4,14,7,25.5,-21.69633411
12.4,14,7,26,-20.31272331
12.6,14,7,23,-39.35632347
12.6,14,7,23.5,-29.35805274
12.6,14,7,24,-36.29461508
12.6,14,7,24.5,-20.23398461
12.6,14,7,25,-21.07232255
12.6,14,7,25.5,-21.81211396
12.6,14,7,26,-21.0187869
12.8,14,7,23,-38.27527386
12.8,14,7,23.5,-41.13714164
12.8,14,7,24,-39.40602823
12.8,14,7,24.5,-20.99460215
12.8,14,7,25,-21.80072602
12.8,14,7,25.5,-21.29977948
12.8,14,7,26,-25.43555066
13,14,7,23,-34.60003513
13,14,7,23.5,-36.24022846
13,14,7,24,-31.69926832
13,14,7,24.5,-22.26412075
13,14,7,25,-21.36033639
13,14,7,25.5,-22.86243359
13,14,7,26,-21.34650534
13.2,14,7,23,-29.34381247
13.2,14,7,23.5,-33.71443868
13.2,14,7,24,-49.46203541
13.2,14,7,24.5,-22.62859965
13.2,14,7,25,-23.25968454
13.2,14,7,25.5,-22.48058866
13.2,14,7,26,-21.48229869
13.4,14,7,23,-44.75666583
13.4,14,7,23.5,-46.45057785
13.4,14,7,24,-39.44069393
13.4,14,7,24.5,-21.10906429
13.4,14,7,25,-23.30193828
13.4,14,7,25.5,-23.19085177
13.4,14,7,26,-21.55437902
13.6,14,7,23,-44.79235651
13.6,14,7,23.5,-27.48769909
13.6,14,7,24,-37.93638296
13.6,14,7,24.5,-22.78625374
13.6,14,7,25,-21.7968046
13.6,14,7,25.5,-21.13466371
13.6,14,7,26,-21.49421107
13.8,14,7,23,-27.60547802
13.8,14,7,23.5,-30.30006621
13.8,14,7,24,-35.23002748
13.8,14,7,24.5,-22.03098767
13.8,14,7,25,-22.80248689
13.8,14,7,25.5,-22.16258027
13.8,14,7,26,-22.89035026
14,14,7,23,-29.74572867
14,14,7,23.5,-34.8663037
14,14,7,24,-45.48513755
14,14,7,24.5,-21.83940699
14,14,7,25,-25.37327871
14,14,7,25.5,-27.18869942
14,14,7,26,-21.94323159
